id,Response,key,percent_match,Scored,Condition.Number,Condition.Description,Stimuli.Cue,Stimuli.Shuffle,Stimuli.Stimuli.Notes,Procedure.Shuffle,Procedure.Shuffle.1,Response.RT,Platform
w10148391-Jk,quiet ,quiet,0.833333333,1,3,Read,war,Study1,M,Study Phase2,Recall2,7784,USM
w10151253_ES,quiet,quiet,1,1,3,Read,war,Study1,M,Study Phase2,Recall2,1267,USM
w958722_hnm,quiet,quiet,1,1,3,Read,war,Study1,M,Study Phase2,Recall2,1382,USM
10134188andCC,bliss,finger,0.166666667,0,3,Read,wedding,Study1,M,Study Phase2,Recall2,1083,USM
ArielThomas,ring ,finger,0.666666667,0,3,Read Recall,wedding,Study1,M,Study Phase2,Recall2,3072,USM
JadeRoss,,finger,0,0,3,Read Recall,wedding,Study1,M,Study Phase2,Recall2,2776,USM
MadisonHodge,ring,finger,0.666666667,0,3,Read Recall,wedding,Study1,M,Study Phase2,Recall2,1142,USM
MakaylaTemple,day,finger,0,0,3,Read Recall,wedding,Study1,M,Study Phase2,Recall2,825,USM
w10033523_hp,bells,finger,0.166666667,0,3,Read,wedding,Study1,M,Study Phase2,Recall2,675,USM
w10053729_jjm,ring,finger,0.666666667,0,3,Read,wedding,Study1,M,Study Phase2,Recall2,529,USM
w10057028_nfg,finger,finger,1,1,3,Read,wedding,Study1,M,Study Phase2,Recall2,1548,USM
w10059334_IMV,finger,finger,1,1,3,Read,wedding,Study1,M,Study Phase2,Recall2,1806,USM
W10079507_CEE,finger,finger,1,1,3,Read,wedding,Study1,M,Study Phase2,Recall2,1571,USM
w10083877_dzw,finger,finger,1,1,3,Read,wedding,Study1,M,Study Phase2,Recall2,5449,USM
w10089472,ring,finger,0.666666667,0,3,Read,wedding,Study1,M,Study Phase2,Recall2,741,USM
w10124974_tcb,icing,finger,0.5,0,3,Read,wedding,Study1,M,Study Phase2,Recall2,224,USM
W10126626SG,cake,finger,0.166666667,0,3,Read,wedding,Study1,M,Study Phase2,Recall2,1758,USM
w10126773_AT,ring,finger,0.666666667,0,3,Read,wedding,Study1,M,Study Phase2,Recall2,1324,USM
w10128864,finger,finger,1,1,3,Read,wedding,Study1,M,Study Phase2,Recall2,969,USM
w10132763akp,walsh,finger,0,0,3,Read,wedding,Study1,M,Study Phase2,Recall2,1046,USM
w10133025_mjc,finger,finger,1,1,3,Read,wedding,Study1,M,Study Phase2,Recall2,806,USM
w10135981JZ,finger,finger,1,1,3,Read,wedding,Study1,M,Study Phase2,Recall2,3214,USM
w10140814DO,finger,finger,1,1,3,Read,wedding,Study1,M,Study Phase2,Recall2,3304,USM
w10148391-Jk,ring,finger,0.666666667,0,3,Read,wedding,Study1,M,Study Phase2,Recall2,10543,USM
w10151253_ES,finger,finger,1,1,3,Read,wedding,Study1,M,Study Phase2,Recall2,1437,USM
w958722_hnm,finger,finger,1,1,3,Read,wedding,Study1,M,Study Phase2,Recall2,1594,USM
10134188andCC,seat,sentence,0.375,0,3,Read,word,Study1,F,Study Phase2,Recall2,486,USM
ArielThomas,sentence ,sentence,0.888888889,1,3,Read Recall,word,Study1,F,Study Phase2,Recall2,10294,USM
JadeRoss,,sentence,0,0,3,Read Recall,word,Study1,F,Study Phase2,Recall2,520,USM
MadisonHodge,,sentence,0,0,3,Read Recall,word,Study1,F,Study Phase2,Recall2,1205,USM
MakaylaTemple,day,sentence,0,0,3,Read Recall,word,Study1,F,Study Phase2,Recall2,808,USM
w10033523_hp,search,sentence,0.375,0,3,Read,word,Study1,F,Study Phase2,Recall2,695,USM
w10053729_jjm,letter,sentence,0.375,0,3,Read,word,Study1,F,Study Phase2,Recall2,823,USM
w10057028_nfg,,sentence,0,0,3,Read,word,Study1,F,Study Phase2,Recall2,1279,USM
w10059334_IMV,sentence ,sentence,0.888888889,1,3,Read,word,Study1,F,Study Phase2,Recall2,1101,USM
W10079507_CEE,sentence,sentence,1,1,3,Read,word,Study1,F,Study Phase2,Recall2,1367,USM
w10083877_dzw,sentence,sentence,1,1,3,Read,word,Study1,F,Study Phase2,Recall2,4337,USM
w10089472,letters,sentence,0.5,0,3,Read,word,Study1,F,Study Phase2,Recall2,651,USM
w10124974_tcb,puzzle,sentence,0.125,0,3,Read,word,Study1,F,Study Phase2,Recall2,461,USM
W10126626SG,wall,sentence,0,0,3,Read,word,Study1,F,Study Phase2,Recall2,6070,USM
w10126773_AT,sentence,sentence,1,1,3,Read,word,Study1,F,Study Phase2,Recall2,1021,USM
w10128864,,sentence,0,0,3,Read,word,Study1,F,Study Phase2,Recall2,451,USM
w10132763akp,girl,sentence,0,0,3,Read,word,Study1,F,Study Phase2,Recall2,802,USM
w10133025_mjc,,sentence,0,0,3,Read,word,Study1,F,Study Phase2,Recall2,1085,USM
w10135981JZ,sentence,sentence,1,1,3,Read,word,Study1,F,Study Phase2,Recall2,1634,USM
w10140814DO,sentence,sentence,1,1,3,Read,word,Study1,F,Study Phase2,Recall2,1807,USM
w10148391-Jk,sentence ,sentence,0.888888889,1,3,Read,word,Study1,F,Study Phase2,Recall2,9113,USM
w10151253_ES,sentence,sentence,1,1,3,Read,word,Study1,F,Study Phase2,Recall2,1146,USM
w958722_hnm,sentence ,sentence,0.888888889,1,3,Read,word,Study1,F,Study Phase2,Recall2,1429,USM
10143815SK,,wolf,0,0,1,Read,art,Study2,U,Study Phase2,Recall2,1742,USM
BrettThompson,picture,wolf,0,0,1,Read Recall,art,Study2,U,Study Phase2,Recall2,3217,USM
BrookeMask,wolf,wolf,1,1,1,Read Recall,art,Study2,U,Study Phase2,Recall2,2414,USM
jasminesherman,,wolf,0,0,1,Read Recall,art,Study2,U,Study Phase2,Recall2,846,USM
NicolasMunoz,school,wolf,0.333333333,0,1,Read Recall,art,Study2,U,Study Phase2,Recall2,1311,USM
TaravionCosey,work,wolf,0.5,0,1,Read Recall,art,Study2,U,Study Phase2,Recall2,7961,USM
w10046339_pw,wolf,wolf,1,1,1,Read,art,Study2,U,Study Phase2,Recall2,1889,USM
W10057641NS,,wolf,0,0,1,Read,art,Study2,U,Study Phase2,Recall2,126,USM
w10062326CT,brush,wolf,0,0,1,Read,art,Study2,U,Study Phase2,Recall2,790,USM
w10080028_sac,wolf,wolf,1,1,1,Read,art,Study2,U,Study Phase2,Recall2,1281,USM
w10085225L.S,paint,wolf,0,0,1,Read,art,Study2,U,Study Phase2,Recall2,834,USM
w10101381_mgk,?,wolf,0,0,1,Read,art,Study2,U,Study Phase2,Recall2,855,USM
w10118390Eh,draw,wolf,0.25,0,1,Read,art,Study2,U,Study Phase2,Recall2,524,USM
w10128215_bnc,deco,wolf,0.25,0,1,Read,art,Study2,U,Study Phase2,Recall2,1982,USM
w10133134_lpc,wolf,wolf,1,1,1,Read,art,Study2,U,Study Phase2,Recall2,1298,USM
w10143398_abc,idk,wolf,0,0,1,Read,art,Study2,U,Study Phase2,Recall2,2501,USM
w10157282_HBR,wolf,wolf,1,1,1,Read,art,Study2,U,Study Phase2,Recall2,1348,USM
10143815SK,blood,bronze,0.333333333,0,1,Read,artery,Study2,U,Study Phase2,Recall2,2169,USM
BrettThompson,body,bronze,0.333333333,0,1,Read Recall,artery,Study2,U,Study Phase2,Recall2,5454,USM
BrookeMask,d,bronze,0,0,1,Read Recall,artery,Study2,U,Study Phase2,Recall2,1064,USM
jasminesherman,,bronze,0,0,1,Read Recall,artery,Study2,U,Study Phase2,Recall2,689,USM
NicolasMunoz,,bronze,0,0,1,Read Recall,artery,Study2,U,Study Phase2,Recall2,1394,USM
TaravionCosey,bronze ,bronze,0.857142857,1,1,Read Recall,artery,Study2,U,Study Phase2,Recall2,11062,USM
w10046339_pw,heart,bronze,0.333333333,0,1,Read,artery,Study2,U,Study Phase2,Recall2,1854,USM
W10057641NS,,bronze,0,0,1,Read,artery,Study2,U,Study Phase2,Recall2,312,USM
w10062326CT,vein,bronze,0.333333333,0,1,Read,artery,Study2,U,Study Phase2,Recall2,751,USM
w10080028_sac,,bronze,0,0,1,Read,artery,Study2,U,Study Phase2,Recall2,1688,USM
w10085225L.S,idk,bronze,0,0,1,Read,artery,Study2,U,Study Phase2,Recall2,707,USM
w10101381_mgk,?,bronze,0,0,1,Read,artery,Study2,U,Study Phase2,Recall2,1429,USM
w10118390Eh,heart,bronze,0.333333333,0,1,Read,artery,Study2,U,Study Phase2,Recall2,8927,USM
w10128215_bnc,blood,bronze,0.333333333,0,1,Read,artery,Study2,U,Study Phase2,Recall2,1883,USM
w10133134_lpc,heart,bronze,0.333333333,0,1,Read,artery,Study2,U,Study Phase2,Recall2,2614,USM
w10143398_abc,bronze,bronze,1,1,1,Read,artery,Study2,U,Study Phase2,Recall2,3601,USM
w10157282_HBR,vein,bronze,0.333333333,0,1,Read,artery,Study2,U,Study Phase2,Recall2,1244,USM
10143815SK,,clothes,0,0,1,Read,attire,Study2,F,Study Phase2,Recall2,2146,USM
BrettThompson,cloths,clothes,0.857142857,1,1,Read Recall,attire,Study2,F,Study Phase2,Recall2,3032,USM
BrookeMask,clothing,clothes,0.625,0,1,Read Recall,attire,Study2,F,Study Phase2,Recall2,1320,USM
jasminesherman,,clothes,0,0,1,Read Recall,attire,Study2,F,Study Phase2,Recall2,1898,USM
NicolasMunoz,,clothes,0,0,1,Read Recall,attire,Study2,F,Study Phase2,Recall2,1150,USM
TaravionCosey,clothes,clothes,1,1,1,Read Recall,attire,Study2,F,Study Phase2,Recall2,13938,USM
w10046339_pw,clothes,clothes,1,1,1,Read,attire,Study2,F,Study Phase2,Recall2,2143,USM
W10057641NS,,clothes,0,0,1,Read,attire,Study2,F,Study Phase2,Recall2,295,USM
w10062326CT,outfit,clothes,0.285714286,0,1,Read,attire,Study2,F,Study Phase2,Recall2,570,USM
w10080028_sac,clothes,clothes,1,1,1,Read,attire,Study2,F,Study Phase2,Recall2,1462,USM
w10085225L.S,clothes,clothes,1,1,1,Read,attire,Study2,F,Study Phase2,Recall2,984,USM
w10101381_mgk,?,clothes,0,0,1,Read,attire,Study2,F,Study Phase2,Recall2,941,USM
w10118390Eh,clothes,clothes,1,1,1,Read,attire,Study2,F,Study Phase2,Recall2,512,USM
w10128215_bnc,dress,clothes,0.285714286,0,1,Read,attire,Study2,F,Study Phase2,Recall2,1926,USM
w10133134_lpc,clothes,clothes,1,1,1,Read,attire,Study2,F,Study Phase2,Recall2,946,USM
w10143398_abc,clothes,clothes,1,1,1,Read,attire,Study2,F,Study Phase2,Recall2,1832,USM
w10157282_HBR,clothes,clothes,1,1,1,Read,attire,Study2,F,Study Phase2,Recall2,1421,USM
10143815SK,beach,horn,0.2,0,1,Read,bench,Study2,U,Study Phase2,Recall2,1735,USM
BrettThompson,football,horn,0.125,0,1,Read Recall,bench,Study2,U,Study Phase2,Recall2,3534,USM
BrookeMask,horn,horn,1,1,1,Read Recall,bench,Study2,U,Study Phase2,Recall2,5290,USM
jasminesherman,,horn,0,0,1,Read Recall,bench,Study2,U,Study Phase2,Recall2,891,USM
NicolasMunoz,,horn,0,0,1,Read Recall,bench,Study2,U,Study Phase2,Recall2,937,USM
TaravionCosey,horn,horn,1,1,1,Read Recall,bench,Study2,U,Study Phase2,Recall2,16818,USM
w10046339_pw,park,horn,0.25,0,1,Read,bench,Study2,U,Study Phase2,Recall2,2139,USM
W10057641NS,,horn,0,0,1,Read,bench,Study2,U,Study Phase2,Recall2,263,USM
w10062326CT,seat,horn,0,0,1,Read,bench,Study2,U,Study Phase2,Recall2,700,USM
w10080028_sac,sit,horn,0,0,1,Read,bench,Study2,U,Study Phase2,Recall2,1943,USM
w10085225L.S,sit,horn,0,0,1,Read,bench,Study2,U,Study Phase2,Recall2,485,USM
w10101381_mgk,?,horn,0,0,1,Read,bench,Study2,U,Study Phase2,Recall2,1258,USM
w10118390Eh,sit,horn,0,0,1,Read,bench,Study2,U,Study Phase2,Recall2,1473,USM
w10128215_bnc,sit,horn,0,0,1,Read,bench,Study2,U,Study Phase2,Recall2,4383,USM
w10133134_lpc,,horn,0,0,1,Read,bench,Study2,U,Study Phase2,Recall2,1952,USM
w10143398_abc,seat,horn,0,0,1,Read,bench,Study2,U,Study Phase2,Recall2,2096,USM
w10157282_HBR,seat,horn,0,0,1,Read,bench,Study2,U,Study Phase2,Recall2,1359,USM
10143815SK,grease,fire,0.333333333,0,1,Read,blaze,Study2,F,Study Phase2,Recall2,1937,USM
BrettThompson,heat,fire,0.25,0,1,Read Recall,blaze,Study2,F,Study Phase2,Recall2,2919,USM
BrookeMask,fire,fire,1,1,1,Read Recall,blaze,Study2,F,Study Phase2,Recall2,1177,USM
jasminesherman,,fire,0,0,1,Read Recall,blaze,Study2,F,Study Phase2,Recall2,713,USM
NicolasMunoz,,fire,0,0,1,Read Recall,blaze,Study2,F,Study Phase2,Recall2,701,USM
TaravionCosey,fire,fire,1,1,1,Read Recall,blaze,Study2,F,Study Phase2,Recall2,10192,USM
w10046339_pw,hot,fire,0,0,1,Read,blaze,Study2,F,Study Phase2,Recall2,2108,USM
W10057641NS,space,fire,0.2,0,1,Read,blaze,Study2,F,Study Phase2,Recall2,223,USM
w10062326CT,fire,fire,1,1,1,Read,blaze,Study2,F,Study Phase2,Recall2,854,USM
w10080028_sac,fire,fire,1,1,1,Read,blaze,Study2,F,Study Phase2,Recall2,1227,USM
w10085225L.S,fire,fire,1,1,1,Read,blaze,Study2,F,Study Phase2,Recall2,12478,USM
w10101381_mgk,?,fire,0,0,1,Read,blaze,Study2,F,Study Phase2,Recall2,818,USM
w10118390Eh,fire,fire,1,1,1,Read,blaze,Study2,F,Study Phase2,Recall2,723,USM
w10128215_bnc,fire,fire,1,1,1,Read,blaze,Study2,F,Study Phase2,Recall2,928,USM
w10133134_lpc,fire,fire,1,1,1,Read,blaze,Study2,F,Study Phase2,Recall2,1088,USM
w10143398_abc,fire,fire,1,1,1,Read,blaze,Study2,F,Study Phase2,Recall2,2478,USM
w10157282_HBR,fire,fire,1,1,1,Read,blaze,Study2,F,Study Phase2,Recall2,1823,USM
10143815SK,face,ounce,0.4,0,1,Read,both,Study2,U,Study Phase2,Recall2,2281,USM
BrettThompson,twp,ounce,0,0,1,Read Recall,both,Study2,U,Study Phase2,Recall2,11151,USM
BrookeMask,,ounce,0,0,1,Read Recall,both,Study2,U,Study Phase2,Recall2,1929,USM
jasminesherman,,ounce,0,0,1,Read Recall,both,Study2,U,Study Phase2,Recall2,654,USM
NicolasMunoz,,ounce,0,0,1,Read Recall,both,Study2,U,Study Phase2,Recall2,703,USM
TaravionCosey,ounce ,ounce,0.833333333,1,1,Read Recall,both,Study2,U,Study Phase2,Recall2,7609,USM
w10046339_pw,none,ounce,0.6,0,1,Read,both,Study2,U,Study Phase2,Recall2,1981,USM
W10057641NS,,ounce,0,0,1,Read,both,Study2,U,Study Phase2,Recall2,236,USM
w10062326CT,neither,ounce,0.285714286,0,1,Read,both,Study2,U,Study Phase2,Recall2,573,USM
w10080028_sac,ounce,ounce,1,1,1,Read,both,Study2,U,Study Phase2,Recall2,1457,USM
w10085225L.S,together,ounce,0.25,0,1,Read,both,Study2,U,Study Phase2,Recall2,539,USM
w10101381_mgk,?,ounce,0,0,1,Read,both,Study2,U,Study Phase2,Recall2,3658,USM
w10118390Eh,one,ounce,0.6,0,1,Read,both,Study2,U,Study Phase2,Recall2,1214,USM
w10128215_bnc,same,ounce,0.2,0,1,Read,both,Study2,U,Study Phase2,Recall2,1486,USM
w10133134_lpc,,ounce,0,0,1,Read,both,Study2,U,Study Phase2,Recall2,2990,USM
w10143398_abc,feud,ounce,0.4,0,1,Read,both,Study2,U,Study Phase2,Recall2,3410,USM
w10157282_HBR,ounce,ounce,1,1,1,Read,both,Study2,U,Study Phase2,Recall2,1471,USM
10143815SK,water ,water,0.833333333,1,1,Read,bridge,Study2,F,Study Phase2,Recall2,1486,USM
BrettThompson,water,water,1,1,1,Read Recall,bridge,Study2,F,Study Phase2,Recall2,3038,USM
BrookeMask,ladder,water,0.5,0,1,Read Recall,bridge,Study2,F,Study Phase2,Recall2,1333,USM
jasminesherman,,water,0,0,1,Read Recall,bridge,Study2,F,Study Phase2,Recall2,592,USM
NicolasMunoz,book,water,0,0,1,Read Recall,bridge,Study2,F,Study Phase2,Recall2,810,USM
TaravionCosey,water ,water,0.833333333,1,1,Read Recall,bridge,Study2,F,Study Phase2,Recall2,8834,USM
w10046339_pw,water,water,1,1,1,Read,bridge,Study2,F,Study Phase2,Recall2,2016,USM
W10057641NS,,water,0,0,1,Read,bridge,Study2,F,Study Phase2,Recall2,228,USM
w10062326CT,build,water,0,0,1,Read,bridge,Study2,F,Study Phase2,Recall2,554,USM
w10080028_sac,,water,0,0,1,Read,bridge,Study2,F,Study Phase2,Recall2,1393,USM
w10085225L.S,water,water,1,1,1,Read,bridge,Study2,F,Study Phase2,Recall2,785,USM
w10101381_mgk,water,water,1,1,1,Read,bridge,Study2,F,Study Phase2,Recall2,2126,USM
w10118390Eh,song,water,0,0,1,Read,bridge,Study2,F,Study Phase2,Recall2,794,USM
w10128215_bnc,water,water,1,1,1,Read,bridge,Study2,F,Study Phase2,Recall2,3135,USM
w10133134_lpc,,water,0,0,1,Read,bridge,Study2,F,Study Phase2,Recall2,2254,USM
w10143398_abc,water,water,1,1,1,Read,bridge,Study2,F,Study Phase2,Recall2,2294,USM
w10157282_HBR,water,water,1,1,1,Read,bridge,Study2,F,Study Phase2,Recall2,1267,USM
10143815SK,,plant,0,0,1,Read,cactus,Study2,F,Study Phase2,Recall2,2261,USM
BrettThompson,plant,plant,1,1,1,Read Recall,cactus,Study2,F,Study Phase2,Recall2,2405,USM
BrookeMask,plant,plant,1,1,1,Read Recall,cactus,Study2,F,Study Phase2,Recall2,1176,USM
jasminesherman,,plant,0,0,1,Read Recall,cactus,Study2,F,Study Phase2,Recall2,768,USM
NicolasMunoz,,plant,0,0,1,Read Recall,cactus,Study2,F,Study Phase2,Recall2,562,USM
TaravionCosey,plant,plant,1,1,1,Read Recall,cactus,Study2,F,Study Phase2,Recall2,8126,USM
w10046339_pw,plant,plant,1,1,1,Read,cactus,Study2,F,Study Phase2,Recall2,2070,USM
W10057641NS,,plant,0,0,1,Read,cactus,Study2,F,Study Phase2,Recall2,270,USM
w10062326CT,blossom,plant,0.142857143,0,1,Read,cactus,Study2,F,Study Phase2,Recall2,792,USM
w10080028_sac,plant,plant,1,1,1,Read,cactus,Study2,F,Study Phase2,Recall2,1779,USM
w10085225L.S,scary,plant,0.2,0,1,Read,cactus,Study2,F,Study Phase2,Recall2,11582,USM
w10101381_mgk,flower,plant,0.166666667,0,1,Read,cactus,Study2,F,Study Phase2,Recall2,1056,USM
w10118390Eh,plant,plant,1,1,1,Read,cactus,Study2,F,Study Phase2,Recall2,2311,USM
w10128215_bnc,ouch,plant,0,0,1,Read,cactus,Study2,F,Study Phase2,Recall2,2058,USM
w10133134_lpc,,plant,0,0,1,Read,cactus,Study2,F,Study Phase2,Recall2,2023,USM
w10143398_abc,plant,plant,1,1,1,Read,cactus,Study2,F,Study Phase2,Recall2,1780,USM
w10157282_HBR,plant,plant,1,1,1,Read,cactus,Study2,F,Study Phase2,Recall2,2288,USM
10143815SK,,leg,0,0,1,Read,cash,Study2,U,Study Phase2,Recall2,1404,USM
BrettThompson,money,leg,0.2,0,1,Read Recall,cash,Study2,U,Study Phase2,Recall2,2624,USM
BrookeMask,,leg,0,0,1,Read Recall,cash,Study2,U,Study Phase2,Recall2,1913,USM
jasminesherman,,leg,0,0,1,Read Recall,cash,Study2,U,Study Phase2,Recall2,778,USM
NicolasMunoz,,leg,0,0,1,Read Recall,cash,Study2,U,Study Phase2,Recall2,940,USM
TaravionCosey,money ,leg,0.166666667,0,1,Read Recall,cash,Study2,U,Study Phase2,Recall2,6620,USM
w10046339_pw,wallet,leg,0.333333333,0,1,Read,cash,Study2,U,Study Phase2,Recall2,6490,USM
W10057641NS,,leg,0,0,1,Read,cash,Study2,U,Study Phase2,Recall2,272,USM
w10062326CT,leg,leg,1,1,1,Read,cash,Study2,U,Study Phase2,Recall2,788,USM
w10080028_sac,leg,leg,1,1,1,Read,cash,Study2,U,Study Phase2,Recall2,1154,USM
w10085225L.S,money,leg,0.2,0,1,Read,cash,Study2,U,Study Phase2,Recall2,777,USM
w10101381_mgk,feud,leg,0.25,0,1,Read,cash,Study2,U,Study Phase2,Recall2,838,USM
w10118390Eh,money,leg,0.2,0,1,Read,cash,Study2,U,Study Phase2,Recall2,2081,USM
w10128215_bnc,check,leg,0.2,0,1,Read,cash,Study2,U,Study Phase2,Recall2,1341,USM
w10133134_lpc,,leg,0,0,1,Read,cash,Study2,U,Study Phase2,Recall2,1438,USM
w10143398_abc,money,leg,0.2,0,1,Read,cash,Study2,U,Study Phase2,Recall2,2587,USM
w10157282_HBR,leg,leg,1,1,1,Read,cash,Study2,U,Study Phase2,Recall2,1199,USM
10143815SK,red,red,1,1,1,Read,cherry,Study2,F,Study Phase2,Recall2,1259,USM
BrettThompson,top,red,0,0,1,Read Recall,cherry,Study2,F,Study Phase2,Recall2,3395,USM
BrookeMask,red,red,1,1,1,Read Recall,cherry,Study2,F,Study Phase2,Recall2,1177,USM
jasminesherman,,red,0,0,1,Read Recall,cherry,Study2,F,Study Phase2,Recall2,687,USM
NicolasMunoz,,red,0,0,1,Read Recall,cherry,Study2,F,Study Phase2,Recall2,1357,USM
TaravionCosey,red,red,1,1,1,Read Recall,cherry,Study2,F,Study Phase2,Recall2,12832,USM
w10046339_pw,red,red,1,1,1,Read,cherry,Study2,F,Study Phase2,Recall2,1707,USM
W10057641NS,,red,0,0,1,Read,cherry,Study2,F,Study Phase2,Recall2,252,USM
w10062326CT,tree,red,0.5,0,1,Read,cherry,Study2,F,Study Phase2,Recall2,790,USM
w10080028_sac,red,red,1,1,1,Read,cherry,Study2,F,Study Phase2,Recall2,1143,USM
w10085225L.S,bloom,red,0,0,1,Read,cherry,Study2,F,Study Phase2,Recall2,487,USM
w10101381_mgk,red,red,1,1,1,Read,cherry,Study2,F,Study Phase2,Recall2,3836,USM
w10118390Eh,red,red,1,1,1,Read,cherry,Study2,F,Study Phase2,Recall2,1023,USM
w10128215_bnc,red,red,1,1,1,Read,cherry,Study2,F,Study Phase2,Recall2,8633,USM
w10133134_lpc,red,red,1,1,1,Read,cherry,Study2,F,Study Phase2,Recall2,902,USM
w10143398_abc,red,red,1,1,1,Read,cherry,Study2,F,Study Phase2,Recall2,2664,USM
w10157282_HBR,red,red,1,1,1,Read,cherry,Study2,F,Study Phase2,Recall2,1228,USM
10143815SK,,cold,0,0,1,Read,chill,Study2,F,Study Phase2,Recall2,1693,USM
BrettThompson,snow,cold,0.25,0,1,Read Recall,chill,Study2,F,Study Phase2,Recall2,2271,USM
BrookeMask,cold,cold,1,1,1,Read Recall,chill,Study2,F,Study Phase2,Recall2,1069,USM
jasminesherman,,cold,0,0,1,Read Recall,chill,Study2,F,Study Phase2,Recall2,854,USM
NicolasMunoz,,cold,0,0,1,Read Recall,chill,Study2,F,Study Phase2,Recall2,988,USM
TaravionCosey,cold,cold,1,1,1,Read Recall,chill,Study2,F,Study Phase2,Recall2,11899,USM
w10046339_pw,cold,cold,1,1,1,Read,chill,Study2,F,Study Phase2,Recall2,1392,USM
W10057641NS,,cold,0,0,1,Read,chill,Study2,F,Study Phase2,Recall2,286,USM
w10062326CT,cold,cold,1,1,1,Read,chill,Study2,F,Study Phase2,Recall2,705,USM
w10080028_sac,cold,cold,1,1,1,Read,chill,Study2,F,Study Phase2,Recall2,1192,USM
w10085225L.S,cold,cold,1,1,1,Read,chill,Study2,F,Study Phase2,Recall2,888,USM
w10101381_mgk,?,cold,0,0,1,Read,chill,Study2,F,Study Phase2,Recall2,932,USM
w10118390Eh,cool,cold,0.75,1,1,Read,chill,Study2,F,Study Phase2,Recall2,859,USM
w10128215_bnc,ice,cold,0.25,0,1,Read,chill,Study2,F,Study Phase2,Recall2,1360,USM
w10133134_lpc,cold,cold,1,1,1,Read,chill,Study2,F,Study Phase2,Recall2,1198,USM
w10143398_abc,cold,cold,1,1,1,Read,chill,Study2,F,Study Phase2,Recall2,1759,USM
w10157282_HBR,cold,cold,1,1,1,Read,chill,Study2,F,Study Phase2,Recall2,1945,USM
10143815SK,,hammer,0,0,1,Read,chisel,Study2,F,Study Phase2,Recall2,1970,USM
BrettThompson,hammer,hammer,1,1,1,Read Recall,chisel,Study2,F,Study Phase2,Recall2,2623,USM
BrookeMask,hammer,hammer,1,1,1,Read Recall,chisel,Study2,F,Study Phase2,Recall2,3093,USM
jasminesherman,,hammer,0,0,1,Read Recall,chisel,Study2,F,Study Phase2,Recall2,818,USM
NicolasMunoz,,hammer,0,0,1,Read Recall,chisel,Study2,F,Study Phase2,Recall2,1001,USM
TaravionCosey,hammer ,hammer,0.857142857,1,1,Read Recall,chisel,Study2,F,Study Phase2,Recall2,32208,USM
w10046339_pw,hammer,hammer,1,1,1,Read,chisel,Study2,F,Study Phase2,Recall2,3126,USM
W10057641NS,,hammer,0,0,1,Read,chisel,Study2,F,Study Phase2,Recall2,292,USM
w10062326CT,sand,hammer,0.166666667,0,1,Read,chisel,Study2,F,Study Phase2,Recall2,747,USM
w10080028_sac,hammer,hammer,1,1,1,Read,chisel,Study2,F,Study Phase2,Recall2,1176,USM
w10085225L.S,idk,hammer,0,0,1,Read,chisel,Study2,F,Study Phase2,Recall2,920,USM
w10101381_mgk,?,hammer,0,0,1,Read,chisel,Study2,F,Study Phase2,Recall2,2270,USM
w10118390Eh,wood,hammer,0,0,1,Read,chisel,Study2,F,Study Phase2,Recall2,1222,USM
w10128215_bnc,face,hammer,0.333333333,0,1,Read,chisel,Study2,F,Study Phase2,Recall2,1283,USM
w10133134_lpc,hammer,hammer,1,1,1,Read,chisel,Study2,F,Study Phase2,Recall2,2383,USM
w10143398_abc,hammer,hammer,1,1,1,Read,chisel,Study2,F,Study Phase2,Recall2,2071,USM
w10157282_HBR,hammer,hammer,1,1,1,Read,chisel,Study2,F,Study Phase2,Recall2,1502,USM
10143815SK,chip,cut,0.25,0,1,Read,chop,Study2,F,Study Phase2,Recall2,1782,USM
BrettThompson,choy,cut,0.25,0,1,Read Recall,chop,Study2,F,Study Phase2,Recall2,2789,USM
BrookeMask,cut,cut,1,1,1,Read Recall,chop,Study2,F,Study Phase2,Recall2,1499,USM
jasminesherman,,cut,0,0,1,Read Recall,chop,Study2,F,Study Phase2,Recall2,624,USM
NicolasMunoz,,cut,0,0,1,Read Recall,chop,Study2,F,Study Phase2,Recall2,825,USM
TaravionCosey,cut,cut,1,1,1,Read Recall,chop,Study2,F,Study Phase2,Recall2,6388,USM
w10046339_pw,cut,cut,1,1,1,Read,chop,Study2,F,Study Phase2,Recall2,2043,USM
W10057641NS,,cut,0,0,1,Read,chop,Study2,F,Study Phase2,Recall2,269,USM
w10062326CT,knife,cut,0,0,1,Read,chop,Study2,F,Study Phase2,Recall2,541,USM
w10080028_sac,cut,cut,1,1,1,Read,chop,Study2,F,Study Phase2,Recall2,1334,USM
w10085225L.S,cut,cut,1,1,1,Read,chop,Study2,F,Study Phase2,Recall2,719,USM
w10101381_mgk,?,cut,0,0,1,Read,chop,Study2,F,Study Phase2,Recall2,929,USM
w10118390Eh,wood,cut,0,0,1,Read,chop,Study2,F,Study Phase2,Recall2,1407,USM
w10128215_bnc,lamb,cut,0,0,1,Read,chop,Study2,F,Study Phase2,Recall2,2354,USM
w10133134_lpc,crush,cut,0.4,0,1,Read,chop,Study2,F,Study Phase2,Recall2,1219,USM
w10143398_abc,cut,cut,1,1,1,Read,chop,Study2,F,Study Phase2,Recall2,1651,USM
w10157282_HBR,cut,cut,1,1,1,Read,chop,Study2,F,Study Phase2,Recall2,1718,USM
10143815SK,,business,0,0,1,Read,death,Study2,U,Study Phase2,Recall2,1549,USM
